0	-97.878616	0.000005	150.943390
1	-96.329597	0.000008	251.572327
2	-96.329597	0.000008	452.830170
3	-96.015511	0.000008	402.515717
4	-96.787170	0.000007	201.257858
5	-98.370796	0.000005	50.314465
6	-97.578987	0.000006	100.628929
7	-96.329597	0.000008	251.572327
8	-96.329597	0.000008	201.257858
9	-97.165062	0.000006	100.628929
10	-96.668182	0.000007	301.886780
11	-96.222359	0.000008	251.572327
12	-96.222359	0.000008	251.572327
13	-96.015511	0.000008	201.257858
14	-96.668182	0.000007	201.257858
15	-96.439552	0.000007	0.000000
16	-96.552361	0.000007	150.943390
17	-96.668182	0.000007	201.257858
18	-95.448235	0.000009	301.886780
19	-96.787170	0.000007	150.943390
20	-97.436584	0.000006	100.628929
21	-96.329597	0.000008	301.886780
22	-97.165062	0.000006	50.314465
23	-97.726219	0.000006	100.628929
24	-97.165062	0.000006	50.314465
25	-98.036560	0.000005	201.257858
26	-96.552361	0.000007	251.572327
27	-96.329597	0.000008	352.201263
28	-95.915672	0.000008	553.459106
29	-96.787170	0.000007	201.257858
30	-97.165062	0.000006	150.943390
31	-98.036560	0.000005	50.314465
32	-97.878616	0.000005	50.314465
33	-95.360497	0.000010	402.515717
34	-97.436584	0.000006	100.628929
35	-96.668182	0.000007	201.257858
36	-96.117706	0.000008	251.572327
37	-96.329597	0.000008	301.886780
38	-96.117706	0.000008	150.943390
39	-96.329597	0.000008	201.257858
40	-96.787170	0.000007	150.943390
41	-96.668182	0.000007	50.314465
42	-96.552361	0.000007	150.943390
43	-95.915672	0.000008	251.572327
44	-96.552361	0.000007	201.257858
45	-96.439552	0.000007	201.257858
46	-96.668182	0.000007	201.257858
47	-97.035408	0.000006	201.257858
48	-97.035408	0.000006	50.314465
49	-97.878616	0.000005	50.314465
50	-97.035408	0.000006	251.572327
51	-98.036560	0.000005	50.314465
52	-96.439552	0.000007	251.572327
53	-96.552361	0.000007	452.830170
54	-95.537788	0.000009	452.830170
55	-96.909515	0.000007	201.257858
56	-98.200462	0.000005	100.628929
57	-97.578987	0.000006	100.628929
58	-97.298698	0.000006	150.943390
59	-95.915672	0.000008	251.572327
60	-96.787170	0.000007	150.943390
61	-97.035408	0.000006	201.257858
62	-96.117706	0.000008	352.201263
63	-95.915672	0.000008	251.572327
64	-96.015511	0.000008	201.257858
65	-97.298698	0.000006	100.628929
66	-96.222359	0.000008	100.628929
67	-96.117706	0.000008	150.943390
68	-97.035408	0.000006	201.257858
69	-94.946571	0.000010	301.886780
70	-98.200462	0.000005	50.314465
71	-96.552361	0.000007	150.943390
72	-96.552361	0.000007	251.572327
73	-97.165062	0.000006	150.943390
74	-98.036560	0.000005	100.628929
75	-96.909515	0.000007	50.314465
76	-97.436584	0.000006	201.257858
77	-97.436584	0.000006	150.943390
78	-96.329597	0.000008	251.572327
79	-95.818077	0.000009	503.144653
80	-96.552361	0.000007	352.201263
81	-97.035408	0.000006	100.628929
82	-98.036560	0.000005	100.628929
83	-97.578987	0.000006	50.314465
84	-95.629219	0.000009	402.515717
85	-97.726219	0.000006	50.314465
86	-96.439552	0.000007	201.257858
87	-96.329597	0.000008	251.572327
88	-96.909515	0.000007	201.257858
89	-95.537788	0.000009	301.886780
90	-96.439552	0.000007	201.257858
91	-96.668182	0.000007	150.943390
92	-96.668182	0.000007	0.000000
93	-96.329597	0.000008	201.257858
94	-96.668182	0.000007	201.257858
95	-95.722618	0.000009	251.572327
96	-96.909515	0.000007	150.943390
97	-96.787170	0.000007	150.943390
98	-96.668182	0.000007	251.572327
99	-96.787170	0.000007	100.628929
100	-98.548088	0.000005	50.314465
101	-97.298698	0.000006	100.628929
102	-97.298698	0.000006	201.257858
103	-96.668182	0.000007	201.257858
104	-96.552361	0.000007	452.830170
105	-95.629219	0.000009	503.144653
106	-96.787170	0.000007	150.943390
107	-97.878616	0.000005	150.943390
108	-97.878616	0.000005	50.314465
109	-97.298698	0.000006	201.257858
110	-95.537788	0.000009	251.572327
111	-97.035408	0.000006	150.943390
112	-96.668182	0.000007	201.257858
113	-96.329597	0.000008	301.886780
114	-96.329597	0.000008	251.572327
115	-96.015511	0.000008	150.943390
116	-96.668182	0.000007	150.943390
117	-96.329597	0.000008	150.943390
118	-96.668182	0.000007	100.628929
119	-96.552361	0.000007	251.572327
120	-95.537788	0.000009	150.943390
121	-97.298698	0.000006	201.257858
122	-96.668182	0.000007	150.943390
123	-96.668182	0.000007	251.572327
124	-97.035408	0.000006	150.943390
125	-97.436584	0.000006	50.314465
126	-97.165062	0.000006	100.628929
127	-97.035408	0.000006	201.257858
128	-97.878616	0.000005	150.943390
129	-96.329597	0.000008	251.572327
130	-96.329597	0.000008	452.830170
131	-96.015511	0.000008	402.515717
132	-96.787170	0.000007	201.257858
133	-98.370796	0.000005	50.314465
134	-97.578987	0.000006	100.628929
135	-96.329597	0.000008	251.572327
136	-96.329597	0.000008	201.257858
137	-97.165062	0.000006	100.628929
138	-96.668182	0.000007	301.886780
139	-96.222359	0.000008	251.572327
140	-96.222359	0.000008	251.572327
141	-96.015511	0.000008	201.257858
142	-96.668182	0.000007	201.257858
143	-96.439552	0.000007	0.000000
144	-96.552361	0.000007	150.943390
145	-96.552361	0.000007	201.257858
146	-46.956795	0.003395	2113.207520
147	-46.970341	0.003607	1911.949707
148	-49.164017	0.002481	2817.610107
149	-49.777943	0.002624	2062.893066
150	-42.820812	0.005257	4880.502930
151	-48.418606	0.003008	2918.239014
152	-50.638321	0.002286	3069.182373
153	-51.320160	0.002078	3974.842773
154	-51.091724	0.002214	3270.440186
155	-50.863659	0.002159	2767.295654
156	-51.402443	0.001846	2213.836426
157	-53.712265	0.001295	4075.471680
158	-51.584324	0.001937	1911.949707
159	-51.454872	0.001937	2566.037598
160	-51.818512	0.001694	3069.182373
161	-51.767082	0.001885	2062.893066
162	-51.677155	0.001881	1811.320679
